round,event,time,phase initialized,phase submitted,latency,duration,modifiers,round timestamp initialized
0,trigger,0.0,NoPhase,NoPhase,,,ID:miniscope_trigger|,0
0,close_start_door_1,0.01,NoPhase,NoPhase,,,ID:door_1|,0
0,close_finished_door_1,0.02,NoPhase,NoPhase,,,ID:door_1|,0
0,close_start_door_2,0.04,NoPhase,NoPhase,,,ID:door_2|,0
0,lever_retracted_food,0.47,NoPhase,NoPhase,,,ID:food|,0
0,lever_retracted_lever_2,0.48,NoPhase,NoPhase,,,ID:lever_2|,0
0,lever_retracted_lever_1,0.49,NoPhase,NoPhase,,,ID:lever_1|,0
0,close_finished_door_2,1.61,NoPhase,NoPhase,,,ID:door_2|,0
1,new_round,1.63,NoPhase,NoPhase,,,ID:round_LED|,1
1,output_activated,1.64,levers_out,levers_out,,,ID:round_LED|,1
1,tone_start_round_start,1.69,levers_out,levers_out,,,ID:speaker|,1
1,output_deactivated,2.14,levers_out,levers_out,,,ID:round_LED|,1
1,lever_extended_lever_1,2.38,levers_out,levers_out,,,ID:lever_1|,1
1,tone_stop_round_start,2.69,levers_out,levers_out,,,ID:speaker|,1
1,lever_extended_lever_2,3.1,levers_out,levers_out,,,ID:lever_2|,1
1,,12.25,levers_out,levers_out,10.61,,n_presses:1|,1
1,presses_reached_lever_1,12.25,levers_out,levers_out,10.61,,n_presses:1|,1
1,lever_press,12.25,levers_out,levers_out,,,ID:event_LED|,1
1,output_activated,12.25,levers_out,levers_out,,,ID:event_LED|,1
1,tone_start_door_2_open,12.3,levers_out,levers_out,,,ID:speaker|,1
1,output_deactivated,12.6,levers_out,levers_out,,,ID:event_LED|,1
1,lever_retracted_lever_2,12.75,levers_out,levers_out,,,ID:lever_2|,1
1,lever_retracted_lever_1,12.9,levers_out,levers_out,,,ID:lever_1|,1
1,tone_stop_door_2_open,13.32,levers_out,levers_out,,,ID:speaker|,1
1,open_start_door_2,15.28,reward_phase,reward_phase,,,ID:door_2|,1
1,open_finished_door_2,16.89,reward_phase,reward_phase,,,ID:door_2|,1
1,close_start_door_2,75.31,reward_phase,reward_phase,,,ID:door_2|,1
1,close_finished_door_2,76.87,reward_phase,reward_phase,,,ID:door_2|,1
2,new_round,125.63,levers_out,levers_out,,,ID:round_LED|,2
2,output_activated,125.64,levers_out,levers_out,,,ID:round_LED|,2
2,tone_start_round_start,125.67,levers_out,levers_out,,,ID:speaker|,2
2,output_deactivated,126.14,levers_out,levers_out,,,ID:round_LED|,2
2,lever_extended_lever_1,126.37,levers_out,levers_out,,,ID:lever_1|,2
2,tone_stop_round_start,126.68,levers_out,levers_out,,,ID:speaker|,2
2,lever_extended_lever_2,127.12,levers_out,levers_out,,,ID:lever_2|,2
2,,133.87,levers_out,levers_out,7.5,,n_presses:1|,2
2,presses_reached_lever_2,133.87,levers_out,levers_out,7.5,,n_presses:1|,2
2,lever_press,133.87,levers_out,levers_out,,,ID:event_LED|,2
2,output_activated,133.87,levers_out,levers_out,,,ID:event_LED|,2
2,tone_start_door_1_open,133.92,levers_out,levers_out,,,ID:speaker|,2
2,output_deactivated,134.22,levers_out,levers_out,,,ID:event_LED|,2
2,lever_retracted_lever_1,134.32,levers_out,levers_out,,,ID:lever_1|,2
2,lever_retracted_lever_2,134.57,levers_out,levers_out,,,ID:lever_2|,2
2,tone_stop_door_1_open,134.94,levers_out,levers_out,,,ID:speaker|,2
2,open_start_door_1,136.89,reward_phase,reward_phase,,,ID:door_1|,2
2,open_finished_door_1,138.5,reward_phase,reward_phase,,,ID:door_1|,2
