round,event,time,phase initialized,phase submitted,latency,duration,modifiers,round timestamp initialized
0,trigger,0.0,NoPhase,NoPhase,,,ID:miniscope_trigger|,0
1,new_round,0.01,NoPhase,NoPhase,,,ID:round_LED|,1
1,output_activated,0.01,levers_out,levers_out,,,ID:round_LED|,1
1,tone_start_round_start,0.05,levers_out,levers_out,,,ID:speaker|,1
1,output_deactivated,0.51,levers_out,levers_out,,,ID:round_LED|,1
1,lever_extended_lever_1,0.74,levers_out,levers_out,,,ID:lever_1|,1
1,tone_stop_round_start,1.05,levers_out,levers_out,,,ID:speaker|,1
1,lever_extended_lever_2,1.48,levers_out,levers_out,,,ID:lever_2|,1
1,,2.81,levers_out,levers_out,2.8,,n_presses:1|,1
1,presses_reached_lever_1,2.81,levers_out,levers_out,2.8,,n_presses:1|,1
1,lever_press,2.81,levers_out,levers_out,,,ID:event_LED|,1
1,output_activated,2.82,levers_out,levers_out,,,ID:event_LED|,1
1,tone_start_door_2_open,2.83,levers_out,levers_out,,,ID:speaker|,1
1,output_deactivated,3.17,levers_out,levers_out,,,ID:event_LED|,1
1,lever_retracted_lever_2,3.26,levers_out,levers_out,,,ID:lever_2|,1
1,lever_retracted_lever_1,3.46,levers_out,levers_out,,,ID:lever_1|,1
1,tone_stop_door_2_open,3.84,levers_out,levers_out,,,ID:speaker|,1
1,open_start_door_2,5.83,reward_phase,reward_phase,,,ID:door_2|,1
1,open_finished_door_2,7.44,reward_phase,reward_phase,,,ID:door_2|,1
