round,event,time,phase initialized,phase submitted,latency,duration,modifiers,round timestamp initialized
0,trigger,0.0,NoPhase,NoPhase,,,ID:miniscope_trigger|,0
1,tone_start_round_start,0.05,lever_out,lever_out,,,ID:speaker|,1
1,lever_extended_food,0.06,lever_out,lever_out,,,ID:food|,1
1,tone_stop_round_start,1.06,lever_out,lever_out,,,ID:speaker|,1
1,tone_start_pellet_tone,60.02,ITI,ITI,,,ID:speaker|,1
1,lever_retracted_food,60.08,ITI,ITI,,,ID:food|,1
1,pellet_dispense_dispenser,60.89,ITI,ITI,,,ID:dispenser|,1
1,tone_stop_pellet_tone,61.04,ITI,ITI,,,ID:speaker|,1
1,pellet_retrieved,65.07,ITI,ITI,4.18,,,1
1,pellet_retrieved,65.07,ITI,ITI,,,ID:event_LED|,1
1,output_activated,65.07,ITI,ITI,,,ID:event_LED|,1
1,output_deactivated,65.77,ITI,ITI,,,ID:event_LED|,1
2,tone_start_round_start,90.09,lever_out,lever_out,,,ID:speaker|,2
2,lever_extended_food,90.09,lever_out,lever_out,,,ID:food|,2
2,tone_stop_round_start,91.09,lever_out,lever_out,,,ID:speaker|,2
2,tone_start_pellet_tone,150.04,ITI,ITI,,,ID:speaker|,2
2,lever_retracted_food,150.09,ITI,ITI,,,ID:food|,2
2,pellet_dispense_dispenser,150.91,ITI,ITI,,,ID:dispenser|,2
2,tone_stop_pellet_tone,151.06,ITI,ITI,,,ID:speaker|,2
2,pellet_retrieved,156.08,ITI,ITI,5.18,,,2
2,pellet_retrieved,156.08,ITI,ITI,,,ID:event_LED|,2
2,output_activated,156.09,ITI,ITI,,,ID:event_LED|,2
2,output_deactivated,156.79,ITI,ITI,,,ID:event_LED|,2
3,tone_start_round_start,180.09,lever_out,lever_out,,,ID:speaker|,3
3,lever_extended_food,180.11,lever_out,lever_out,,,ID:food|,3
3,tone_stop_round_start,181.1,lever_out,lever_out,,,ID:speaker|,3
3,,185.58,lever_out,lever_out,5.52,,n_presses:1|,3
3,presses_reached_food,185.58,lever_out,lever_out,5.52,,n_presses:1|,3
3,lever_press_food,185.58,lever_out,lever_out,,,ID:event_LED|,3
3,output_activated,185.59,ITI,ITI,,,ID:event_LED|,3
3,tone_start_pellet_tone,185.63,ITI,ITI,,,ID:speaker|,3
