round,event,time,phase initialized,phase submitted,latency,duration,modifiers,round timestamp initialized
0,trigger,0.0,NoPhase,NoPhase,,,ID:miniscope_trigger|,0
0,close_start_door_1,0.02,NoPhase,NoPhase,,,ID:door_1|,0
0,close_finished_door_1,0.03,NoPhase,NoPhase,,,ID:door_1|,0
0,close_start_door_2,0.05,NoPhase,NoPhase,,,ID:door_2|,0
0,lever_retracted_food,0.51,NoPhase,NoPhase,,,ID:food|,0
0,lever_retracted_lever_2,0.53,NoPhase,NoPhase,,,ID:lever_2|,0
0,lever_retracted_lever_1,0.54,NoPhase,NoPhase,,,ID:lever_1|,0
0,close_finished_door_2,1.68,NoPhase,NoPhase,,,ID:door_2|,0
1,new_round,2.19,NoPhase,NoPhase,,,ID:round_LED|,1
1,output_activated,2.19,levers_out,levers_out,,,ID:round_LED|,1
1,tone_start_round_start,2.2,levers_out,levers_out,,,ID:speaker|,1
1,output_deactivated,2.69,levers_out,levers_out,,,ID:round_LED|,1
1,tone_stop_round_start,3.21,levers_out,levers_out,,,ID:speaker|,1
1,lever_extended_lever_1,3.6,levers_out,levers_out,,,ID:lever_1|,1
1,lever_extended_lever_2,3.6,levers_out,levers_out,,,ID:lever_2|,1
1,,3.61,levers_out,levers_out,0.41,,n_presses:1|,1
1,presses_reached_lever_1,3.61,levers_out,levers_out,0.41,,n_presses:1|,1
1,lever_press,3.62,levers_out,levers_out,,,ID:event_LED|,1
1,output_activated,3.62,levers_out,levers_out,,,ID:event_LED|,1
1,tone_start_door_2_open,3.62,levers_out,levers_out,,,ID:speaker|,1
1,output_deactivated,3.97,levers_out,levers_out,,,ID:event_LED|,1
1,lever_retracted_lever_2,4.07,levers_out,levers_out,,,ID:lever_2|,1
1,lever_retracted_lever_1,4.47,levers_out,levers_out,,,ID:lever_1|,1
1,tone_stop_door_2_open,4.63,levers_out,levers_out,,,ID:speaker|,1
1,open_start_door_2,6.62,reward_phase,reward_phase,,,ID:door_2|,1
1,open_finished_door_2,8.23,reward_phase,reward_phase,,,ID:door_2|,1
