round,event,time,phase initialized,phase submitted,latency,duration,modifiers,round timestamp initialized
0,trigger,0.0,NoPhase,NoPhase,,,ID:miniscope_trigger|,0
1,new_round,0.0,NoPhase,NoPhase,,,ID:round_LED|,1
1,output_activated,0.0,lever_out,lever_out,,,ID:round_LED|,1
1,tone_start_round_start,0.02,lever_out,lever_out,,,ID:speaker|,1
1,lever_extended_food,0.06,lever_out,lever_out,,,ID:food|,1
1,output_deactivated,0.51,lever_out,lever_out,,,ID:round_LED|,1
1,tone_stop_round_start,1.02,lever_out,lever_out,,,ID:speaker|,1
1,tone_start_pellet_tone,2.04,lever_out_pt2,lever_out_pt2,,,ID:speaker|,1
1,tone_stop_pellet_tone,3.04,lever_out_pt2,lever_out_pt2,,,ID:speaker|,1
1,lever_retracted_food,4.12,ITI,ITI,,,ID:food|,1
1,pellet_dispense_dispenser,4.67,ITI,ITI,,,ID:dispenser|,1
1,pellet_retrieved,36.06,ITI,ITI,31.39,,,1
1,pellet_retrieved,36.06,ITI,ITI,,,ID:event_LED|,1
1,output_activated,36.06,ITI,ITI,,,ID:event_LED|,1
1,output_deactivated,36.41,ITI,ITI,,,ID:event_LED|,1
2,new_round,60.14,lever_out,lever_out,,,ID:round_LED|,2
2,output_activated,60.15,lever_out,lever_out,,,ID:round_LED|,2
2,tone_start_round_start,60.19,lever_out,lever_out,,,ID:speaker|,2
2,lever_extended_food,60.2,lever_out,lever_out,,,ID:food|,2
2,output_deactivated,60.65,lever_out,lever_out,,,ID:round_LED|,2
2,tone_stop_round_start,61.19,lever_out,lever_out,,,ID:speaker|,2
2,tone_start_pellet_tone,62.15,lever_out_pt2,lever_out_pt2,,,ID:speaker|,2
2,tone_stop_pellet_tone,63.16,lever_out_pt2,lever_out_pt2,,,ID:speaker|,2
2,pellet_dispense_dispenser,64.07,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,2
2,lever_retracted_food,64.25,ITI,ITI,,,ID:food|,2
2,pellet_retrieved,90.05,lever_out_pt2,ITI,25.98,,,2
2,pellet_retrieved,90.05,ITI,ITI,,,ID:event_LED|,2
2,output_activated,90.05,ITI,ITI,,,ID:event_LED|,2
2,output_deactivated,90.4,ITI,ITI,,,ID:event_LED|,2
3,new_round,120.28,lever_out,lever_out,,,ID:round_LED|,3
3,output_activated,120.3,lever_out,lever_out,,,ID:round_LED|,3
3,tone_start_round_start,120.31,lever_out,lever_out,,,ID:speaker|,3
3,lever_extended_food,120.35,lever_out,lever_out,,,ID:food|,3
3,output_deactivated,120.8,lever_out,lever_out,,,ID:round_LED|,3
3,tone_stop_round_start,121.32,lever_out,lever_out,,,ID:speaker|,3
3,tone_start_pellet_tone,122.29,lever_out_pt2,lever_out_pt2,,,ID:speaker|,3
3,pellet_dispense_dispenser,123.14,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,3
3,tone_stop_pellet_tone,123.3,lever_out_pt2,lever_out_pt2,,,ID:speaker|,3
3,lever_retracted_food,124.4,ITI,ITI,,,ID:food|,3
3,pellet_retrieved,153.68,lever_out_pt2,ITI,30.54,,,3
3,pellet_retrieved,153.68,ITI,ITI,,,ID:event_LED|,3
3,output_activated,153.69,ITI,ITI,,,ID:event_LED|,3
3,output_deactivated,154.04,ITI,ITI,,,ID:event_LED|,3
4,new_round,180.42,lever_out,lever_out,,,ID:round_LED|,4
4,output_activated,180.43,lever_out,lever_out,,,ID:round_LED|,4
4,tone_start_round_start,180.46,lever_out,lever_out,,,ID:speaker|,4
4,lever_extended_food,180.48,lever_out,lever_out,,,ID:food|,4
4,output_deactivated,180.93,lever_out,lever_out,,,ID:round_LED|,4
4,tone_stop_round_start,181.47,lever_out,lever_out,,,ID:speaker|,4
4,tone_start_pellet_tone,182.43,lever_out_pt2,lever_out_pt2,,,ID:speaker|,4
4,pellet_dispense_dispenser,183.43,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,4
4,tone_stop_pellet_tone,183.44,lever_out_pt2,lever_out_pt2,,,ID:speaker|,4
4,lever_retracted_food,184.53,ITI,ITI,,,ID:food|,4
4,pellet_retrieved,204.32,lever_out_pt2,ITI,20.89,,,4
4,pellet_retrieved,204.32,ITI,ITI,,,ID:event_LED|,4
4,output_activated,204.32,ITI,ITI,,,ID:event_LED|,4
4,output_deactivated,204.67,ITI,ITI,,,ID:event_LED|,4
5,new_round,240.56,lever_out,lever_out,,,ID:round_LED|,5
5,output_activated,240.56,lever_out,lever_out,,,ID:round_LED|,5
5,tone_start_round_start,240.61,lever_out,lever_out,,,ID:speaker|,5
