round,event,time,phase initialized,phase submitted,latency,duration,modifiers,round timestamp initialized
0,trigger,0.01,NoPhase,NoPhase,,,ID:miniscope_trigger|,0
0,close_start_door_1,0.02,NoPhase,NoPhase,,,ID:door_1|,0
0,lever_retracted_food,0.46,NoPhase,NoPhase,,,ID:food|,0
0,lever_retracted_lever_1,0.46,NoPhase,NoPhase,,,ID:lever_1|,0
0,lever_retracted_lever_2,0.46,NoPhase,NoPhase,,,ID:lever_2|,0
0,close_finished_door_1,1.83,NoPhase,NoPhase,,,ID:door_1|,0
0,close_start_door_2,1.83,NoPhase,NoPhase,,,ID:door_2|,0
0,close_finished_door_2,1.84,NoPhase,NoPhase,,,ID:door_2|,0
1,new_round,1.86,NoPhase,NoPhase,,,ID:round_LED|,1
1,output_activated,1.86,levers_out,levers_out,,,ID:round_LED|,1
1,tone_start_round_start,1.89,levers_out,levers_out,,,ID:speaker|,1
1,output_deactivated,2.4,levers_out,levers_out,,,ID:round_LED|,1
1,lever_extended_lever_2,2.77,levers_out,levers_out,,,ID:lever_2|,1
1,lever_extended_lever_1,2.77,levers_out,levers_out,,,ID:lever_1|,1
1,tone_stop_round_start,2.9,levers_out,levers_out,,,ID:speaker|,1
1,,6.8,levers_out,levers_out,4.93,,n_presses:1|,1
1,presses_reached_lever_1,6.8,levers_out,levers_out,4.93,,n_presses:1|,1
1,lever_press,6.8,levers_out,levers_out,,,ID:event_LED|,1
1,output_activated,6.8,levers_out,levers_out,,,ID:event_LED|,1
1,tone_start_door_2_open,6.81,levers_out,levers_out,,,ID:speaker|,1
1,output_deactivated,7.15,levers_out,levers_out,,,ID:event_LED|,1
1,lever_retracted_lever_2,7.27,levers_out,levers_out,,,ID:lever_2|,1
1,lever_retracted_lever_1,7.41,levers_out,levers_out,,,ID:lever_1|,1
1,tone_stop_door_2_open,7.83,levers_out,levers_out,,,ID:speaker|,1
1,open_start_door_2,9.86,reward_phase,reward_phase,,,ID:door_2|,1
1,open_finished_door_2,11.48,reward_phase,reward_phase,,,ID:door_2|,1
1,close_start_door_2,69.9,reward_phase,reward_phase,,,ID:door_2|,1
1,close_finished_door_2,71.51,reward_phase,reward_phase,,,ID:door_2|,1
2,new_round,118.8,levers_out,levers_out,,,ID:round_LED|,2
2,output_activated,118.81,levers_out,levers_out,,,ID:round_LED|,2
2,tone_start_round_start,118.84,levers_out,levers_out,,,ID:speaker|,2
2,tone_start_door_2_open,118.9,levers_out,levers_out,,,ID:speaker|,2
2,output_deactivated,119.77,levers_out,levers_out,,,ID:round_LED|,2
2,tone_stop_round_start,119.94,levers_out,levers_out,,,ID:speaker|,2
2,tone_stop_door_2_open,119.94,levers_out,levers_out,,,ID:speaker|,2
2,lever_retracted_lever_1,120.14,levers_out,levers_out,,,ID:lever_1|,2
2,lever_retracted_lever_2,120.17,levers_out,levers_out,,,ID:lever_2|,2
2,lever_extended_lever_2,120.46,levers_out,levers_out,,,ID:lever_2|,2
2,lever_extended_lever_1,120.49,levers_out,levers_out,,,ID:lever_1|,2
2,open_start_door_2,121.86,reward_phase,reward_phase,,,ID:door_2|,2
2,lever_retracted_lever_1,122.37,reward_phase,reward_phase,,,ID:lever_1|,2
2,lever_retracted_lever_2,122.37,reward_phase,reward_phase,,,ID:lever_2|,2
2,open_finished_door_2,123.47,reward_phase,reward_phase,,,ID:door_2|,2
2,close_start_door_2,181.91,reward_phase,reward_phase,,,ID:door_2|,2
2,close_finished_door_2,183.52,reward_phase,reward_phase,,,ID:door_2|,2
3,new_round,232.19,levers_out,levers_out,,,ID:round_LED|,3
3,output_activated,232.22,levers_out,levers_out,,,ID:round_LED|,3
3,tone_start_round_start,232.23,levers_out,levers_out,,,ID:speaker|,3
3,output_deactivated,232.72,levers_out,levers_out,,,ID:round_LED|,3
3,lever_extended_lever_2,232.99,levers_out,levers_out,,,ID:lever_2|,3
3,lever_extended_lever_1,233.0,levers_out,levers_out,,,ID:lever_1|,3
3,tone_stop_round_start,233.25,levers_out,levers_out,,,ID:speaker|,3
3,lever_retracted_lever_1,292.7,ITI,ITI,,,ID:lever_1|,3
3,lever_retracted_lever_2,292.7,ITI,ITI,,,ID:lever_2|,3
4,new_round,337.22,levers_out,levers_out,,,ID:round_LED|,4
4,tone_start_round_start,337.24,levers_out,levers_out,,,ID:speaker|,4
4,output_activated,337.25,levers_out,levers_out,,,ID:round_LED|,4
4,output_deactivated,337.75,levers_out,levers_out,,,ID:round_LED|,4
4,lever_extended_lever_2,338.08,levers_out,levers_out,,,ID:lever_2|,4
4,lever_extended_lever_1,338.08,levers_out,levers_out,,,ID:lever_1|,4
4,tone_stop_round_start,338.27,levers_out,levers_out,,,ID:speaker|,4
4,,341.03,levers_out,levers_out,3.81,,n_presses:1|,4
4,presses_reached_lever_2,341.03,levers_out,levers_out,3.81,,n_presses:1|,4
4,lever_press,341.03,levers_out,levers_out,,,ID:event_LED|,4
4,output_activated,341.04,levers_out,levers_out,,,ID:event_LED|,4
4,tone_start_door_1_open,341.09,levers_out,levers_out,,,ID:speaker|,4
4,output_deactivated,341.4,levers_out,levers_out,,,ID:event_LED|,4
4,lever_retracted_lever_1,341.49,levers_out,levers_out,,,ID:lever_1|,4
4,lever_retracted_lever_2,341.7,levers_out,levers_out,,,ID:lever_2|,4
4,tone_stop_door_1_open,342.09,levers_out,levers_out,,,ID:speaker|,4
4,open_start_door_1,344.09,reward_phase,reward_phase,,,ID:door_1|,4
4,open_finished_door_1,345.72,reward_phase,reward_phase,,,ID:door_1|,4
