round,event,time,phase initialized,phase submitted,latency,duration,modifiers,round timestamp initialized
0,trigger,0.0,NoPhase,NoPhase,,,ID:miniscope_trigger|,0
1,tone_start_round_start,0.05,lever_out,lever_out,,,ID:speaker|,1
1,lever_extended_food,0.06,lever_out,lever_out,,,ID:food|,1
1,tone_stop_round_start,1.06,lever_out,lever_out,,,ID:speaker|,1
1,,51.55,lever_out,lever_out,51.54,,n_presses:1|,1
1,presses_reached_food,51.55,lever_out,lever_out,51.54,,n_presses:1|,1
1,lever_press_food,51.55,lever_out,lever_out,,,ID:event_LED|,1
1,output_activated,51.55,ITI,ITI,,,ID:event_LED|,1
1,tone_start_pellet_tone,51.6,ITI,ITI,,,ID:speaker|,1
1,lever_retracted_food,51.63,ITI,ITI,,,ID:food|,1
1,output_deactivated,51.9,ITI,ITI,,,ID:event_LED|,1
1,pellet_dispense_dispenser,52.28,ITI,ITI,,,ID:dispenser|,1
1,tone_stop_pellet_tone,52.62,ITI,ITI,,,ID:speaker|,1
1,pellet_retrieved,59.54,ITI,ITI,7.26,,,1
1,pellet_retrieved,59.54,ITI,ITI,,,ID:event_LED|,1
1,output_activated,59.54,ITI,ITI,,,ID:event_LED|,1
1,output_deactivated,60.24,ITI,ITI,,,ID:event_LED|,1
2,tone_start_round_start,81.59,lever_out,lever_out,,,ID:speaker|,2
2,lever_extended_food,81.63,lever_out,lever_out,,,ID:food|,2
2,tone_stop_round_start,82.6,lever_out,lever_out,,,ID:speaker|,2
2,tone_start_pellet_tone,141.59,ITI,ITI,,,ID:speaker|,2
2,lever_retracted_food,141.64,ITI,ITI,,,ID:food|,2
2,tone_stop_pellet_tone,142.61,ITI,ITI,,,ID:speaker|,2
2,pellet_dispense_dispenser,145.17,ITI,ITI,,,ID:dispenser|,2
2,pellet_retrieved,147.53,ITI,ITI,2.36,,,2
2,pellet_retrieved,147.53,ITI,ITI,,,ID:event_LED|,2
2,output_activated,147.53,ITI,ITI,,,ID:event_LED|,2
2,output_deactivated,148.23,ITI,ITI,,,ID:event_LED|,2
3,tone_start_round_start,171.62,lever_out,lever_out,,,ID:speaker|,3
3,lever_extended_food,171.65,lever_out,lever_out,,,ID:food|,3
3,tone_stop_round_start,172.62,lever_out,lever_out,,,ID:speaker|,3
3,,191.27,lever_out,lever_out,19.67,,n_presses:1|,3
