round,event,time,phase initialized,phase submitted,latency,duration,modifiers,round timestamp initialized
0,trigger,0.0,NoPhase,NoPhase,,,ID:miniscope_trigger|,0
1,new_round,0.0,NoPhase,NoPhase,,,ID:round_LED|,1
1,output_activated,0.01,lever_out,lever_out,,,ID:round_LED|,1
1,tone_start_round_start,0.01,lever_out,lever_out,,,ID:speaker|,1
1,lever_extended_food,0.06,lever_out,lever_out,,,ID:food|,1
1,output_deactivated,0.51,lever_out,lever_out,,,ID:round_LED|,1
1,tone_stop_round_start,1.02,lever_out,lever_out,,,ID:speaker|,1
1,tone_start_pellet_tone,60.02,lever_out,lever_out,,,ID:speaker|,1
1,lever_retracted_food,60.06,lever_out,lever_out,,,ID:food|,1
1,tone_stop_pellet_tone,61.04,lever_out,lever_out,,,ID:speaker|,1
1,pellet_dispense_dispenser,63.9,ITI,ITI,,,ID:dispenser|,1
1,pellet_retrieved,64.66,ITI,ITI,0.76,,,1
1,pellet_retrieved,64.66,ITI,ITI,,,ID:event_LED|,1
1,output_activated,64.67,ITI,ITI,,,ID:event_LED|,1
1,output_deactivated,65.37,ITI,ITI,,,ID:event_LED|,1
2,new_round,92.03,lever_out,lever_out,,,ID:round_LED|,2
2,output_activated,92.03,lever_out,lever_out,,,ID:round_LED|,2
2,tone_start_round_start,92.04,lever_out,lever_out,,,ID:speaker|,2
2,lever_extended_food,92.08,lever_out,lever_out,,,ID:food|,2
2,output_deactivated,92.53,lever_out,lever_out,,,ID:round_LED|,2
2,tone_stop_round_start,93.05,lever_out,lever_out,,,ID:speaker|,2
2,,137.49,lever_out,lever_out,45.47,,n_presses:1|,2
2,presses_reached_food,137.49,lever_out,lever_out,45.47,,n_presses:1|,2
2,lever_press_food,137.49,lever_out,lever_out,,,ID:event_LED|,2
2,output_activated,137.5,lever_out,lever_out,,,ID:event_LED|,2
2,tone_start_pellet_tone,137.54,lever_out,lever_out,,,ID:speaker|,2
2,output_deactivated,137.85,lever_out,lever_out,,,ID:event_LED|,2
2,tone_stop_pellet_tone,138.56,lever_out,lever_out,,,ID:speaker|,2
2,lever_retracted_food,139.59,lever_out,ITI,,,ID:food|,2
2,pellet_dispense_dispenser,140.7,ITI,ITI,,,ID:dispenser|,2
2,pellet_retrieved,143.16,ITI,ITI,2.46,,,2
2,pellet_retrieved,143.16,ITI,ITI,,,ID:event_LED|,2
2,output_activated,143.16,ITI,ITI,,,ID:event_LED|,2
2,output_deactivated,143.87,ITI,ITI,,,ID:event_LED|,2
3,new_round,169.55,lever_out,lever_out,,,ID:round_LED|,3
3,output_activated,169.56,lever_out,lever_out,,,ID:round_LED|,3
3,tone_start_round_start,169.58,lever_out,lever_out,,,ID:speaker|,3
3,lever_extended_food,169.61,lever_out,lever_out,,,ID:food|,3
3,output_deactivated,170.06,lever_out,lever_out,,,ID:round_LED|,3
3,tone_stop_round_start,170.58,lever_out,lever_out,,,ID:speaker|,3
3,,194.9,lever_out,lever_out,25.35,,n_presses:1|,3
3,presses_reached_food,194.9,lever_out,lever_out,25.35,,n_presses:1|,3
3,lever_press_food,194.9,lever_out,lever_out,,,ID:event_LED|,3
3,output_activated,194.91,lever_out,lever_out,,,ID:event_LED|,3
3,tone_start_pellet_tone,194.96,lever_out,lever_out,,,ID:speaker|,3
3,lever_retracted_food,194.96,lever_out,lever_out,,,ID:food|,3
3,output_deactivated,195.26,lever_out,lever_out,,,ID:event_LED|,3
3,tone_stop_pellet_tone,195.97,lever_out,lever_out,,,ID:speaker|,3
3,pellet_dispense_dispenser,197.92,ITI,ITI,,,ID:dispenser|,3
3,pellet_retrieved,199.5,ITI,ITI,1.58,,,3
3,pellet_retrieved,199.5,ITI,ITI,,,ID:event_LED|,3
3,output_activated,199.5,ITI,ITI,,,ID:event_LED|,3
3,output_deactivated,200.2,ITI,ITI,,,ID:event_LED|,3
4,new_round,226.93,lever_out,lever_out,,,ID:round_LED|,4
4,output_activated,226.93,lever_out,lever_out,,,ID:round_LED|,4
4,tone_start_round_start,226.98,lever_out,lever_out,,,ID:speaker|,4
4,lever_extended_food,226.98,lever_out,lever_out,,,ID:food|,4
4,output_deactivated,227.44,lever_out,lever_out,,,ID:round_LED|,4
4,tone_stop_round_start,227.98,lever_out,lever_out,,,ID:speaker|,4
4,,233.74,lever_out,lever_out,6.81,,n_presses:1|,4
4,presses_reached_food,233.74,lever_out,lever_out,6.81,,n_presses:1|,4
4,lever_press_food,233.74,lever_out,lever_out,,,ID:event_LED|,4
4,output_activated,233.74,lever_out,lever_out,,,ID:event_LED|,4
