round,event,time,phase initialized,phase submitted,latency,duration,modifiers,round timestamp initialized
0,trigger,0.01,NoPhase,NoPhase,,,ID:miniscope_trigger|,0
0,close_start_door_1,0.03,NoPhase,NoPhase,,,ID:door_1|,0
0,close_finished_door_1,0.03,NoPhase,NoPhase,,,ID:door_1|,0
0,close_start_door_2,0.04,NoPhase,NoPhase,,,ID:door_2|,0
0,close_finished_door_2,0.07,NoPhase,NoPhase,,,ID:door_2|,0
1,new_round,0.09,NoPhase,NoPhase,,,ID:round_LED|,1
1,output_activated,0.14,levers_out,levers_out,,,ID:round_LED|,1
1,tone_start_round_start,0.19,levers_out,levers_out,,,ID:speaker|,1
1,output_deactivated,0.65,levers_out,levers_out,,,ID:round_LED|,1
1,tone_stop_round_start,1.27,levers_out,levers_out,,,ID:speaker|,1
0,lever_retracted_lever_1,2.66,NoPhase,levers_out,,,ID:lever_1|,0
0,lever_retracted_food,2.91,NoPhase,levers_out,,,ID:food|,0
0,lever_retracted_lever_2,2.92,NoPhase,levers_out,,,ID:lever_2|,0
1,lever_extended_lever_1,3.33,levers_out,levers_out,,,ID:lever_1|,1
1,lever_extended_lever_2,3.33,levers_out,levers_out,,,ID:lever_2|,1
1,lever_retracted_lever_1,5.61,ITI,ITI,,,ID:lever_1|,1
1,lever_retracted_lever_2,5.61,ITI,ITI,,,ID:lever_2|,1
2,new_round,8.22,levers_out,levers_out,,,ID:round_LED|,2
2,output_activated,8.23,levers_out,levers_out,,,ID:round_LED|,2
2,tone_start_round_start,8.24,levers_out,levers_out,,,ID:speaker|,2
2,output_deactivated,8.73,levers_out,levers_out,,,ID:round_LED|,2
2,lever_extended_lever_1,8.99,levers_out,levers_out,,,ID:lever_1|,2
2,lever_extended_lever_2,9.0,levers_out,levers_out,,,ID:lever_2|,2
2,tone_stop_round_start,9.26,levers_out,levers_out,,,ID:speaker|,2
2,,10.95,levers_out,levers_out,2.73,,n_presses:1|,2
2,presses_reached_lever_2,10.95,levers_out,levers_out,2.73,,n_presses:1|,2
2,lever_press,10.95,levers_out,levers_out,,,ID:event_LED|,2
2,output_activated,10.96,levers_out,levers_out,,,ID:event_LED|,2
2,tone_start_door_1_open,11.0,levers_out,levers_out,,,ID:speaker|,2
2,output_deactivated,11.31,levers_out,levers_out,,,ID:event_LED|,2
2,lever_retracted_lever_1,11.41,levers_out,levers_out,,,ID:lever_1|,2
2,lever_retracted_lever_2,11.66,levers_out,levers_out,,,ID:lever_2|,2
2,tone_stop_door_1_open,12.02,levers_out,levers_out,,,ID:speaker|,2
2,open_start_door_1,13.97,reward_phase,reward_phase,,,ID:door_1|,2
2,open_finished_door_1,15.59,reward_phase,reward_phase,,,ID:door_1|,2
2,close_start_door_1,19.01,reward_phase,reward_phase,,,ID:door_1|,2
2,close_finished_door_1,20.89,reward_phase,reward_phase,,,ID:door_1|,2
3,new_round,31.18,levers_out,levers_out,,,ID:round_LED|,3
3,output_activated,31.19,levers_out,levers_out,,,ID:round_LED|,3
3,tone_start_round_start,31.22,levers_out,levers_out,,,ID:speaker|,3
3,tone_start_door_1_open,31.34,levers_out,levers_out,,,ID:speaker|,3
3,output_deactivated,31.73,levers_out,levers_out,,,ID:round_LED|,3
3,lever_retracted_lever_2,31.83,levers_out,levers_out,,,ID:lever_2|,3
3,lever_retracted_lever_1,31.85,levers_out,levers_out,,,ID:lever_1|,3
3,lever_extended_lever_1,32.18,levers_out,levers_out,,,ID:lever_1|,3
3,lever_extended_lever_2,32.19,levers_out,levers_out,,,ID:lever_2|,3
3,tone_stop_round_start,32.35,levers_out,levers_out,,,ID:speaker|,3
3,tone_stop_door_1_open,32.35,levers_out,levers_out,,,ID:speaker|,3
3,open_start_door_1,34.24,reward_phase,reward_phase,,,ID:door_1|,3
3,lever_retracted_lever_2,34.68,reward_phase,reward_phase,,,ID:lever_2|,3
3,lever_retracted_lever_1,35.44,reward_phase,reward_phase,,,ID:lever_1|,3
3,open_finished_door_1,35.87,reward_phase,reward_phase,,,ID:door_1|,3
3,close_start_door_1,39.28,reward_phase,reward_phase,,,ID:door_1|,3
